time,seconds_elapsed,dBFS (Original),valor_normalizado (0-100)
1776314351866000000,109.00199975585937,-28.182796478271484,52.0430
1776314351971000000,109.107,-24.794248580932617,58.3887
1776314352076000000,109.212,-24.51387596130371,58.9138
1776314352182000000,109.31800024414062,-24.894010543823242,58.2019
1776314352287000000,109.423,-24.256925582885742,59.3949
1776314352392000000,109.528,-27.169416427612305,53.9407
1776314352493000000,109.629,-29.529706954956055,49.5206
1776314352598000000,109.73400024414063,-12.41147518157959,81.5780
1776314352703000000,109.839,-15.958380699157715,74.9357
1776314352808000000,109.944,-20.00623893737793,67.3552
1776314352914000000,110.04999975585937,-22.541616439819336,62.6072
1776314353019000000,110.155,-25.19713592529297,57.6342
1776314353124000000,110.26,-22.7586612701416,62.2008
1776314353229000000,110.365,-19.012781143188477,69.2157
1776314353334000000,110.47000024414062,-21.528955459594727,64.5036
1776314353439000000,110.575,-21.094810485839844,65.3167
1776314353544000000,110.68,-18.621646881103516,69.9482
1776314353646000000,110.78200024414062,-17.30402946472168,72.4157
1776314353751000000,110.887,-19.95966339111328,67.4424
1776314353856000000,110.992,-20.684717178344727,66.0846
1776314353961000000,111.097,-16.343473434448242,74.2145
1776314354066000000,111.20199975585938,-19.339962005615234,68.6030
1776314354172000000,111.308,-22.198307037353516,63.2501
1776314354277000000,111.413,-24.367721557617188,59.1875
1776314354382000000,111.51800024414062,-23.34844207763672,61.0963
1776314354487000000,111.623,-26.24797248840332,55.6663
1776314354592000000,111.728,-21.277202606201172,64.9751
1776314354697000000,111.833,-15.43017578125,75.9248
1776314354802000000,111.93799975585938,-16.900028228759766,73.1722
1776314354907000000,112.043,-19.956398010253906,67.4486
1776314355013000000,112.149,-17.54528045654297,71.9639
1776314355118000000,112.25400024414063,-13.558794021606445,79.4294
1776314355223000000,112.359,-17.399581909179688,72.2367
1776314355328000000,112.464,-21.044776916503906,65.4104
1776314355433000000,112.569,-23.323955535888672,61.1421
1776314355538000000,112.67399975585937,-24.710763931274414,58.5450
1776314355643000000,112.779,-23.43417739868164,60.9357
1776314355748000000,112.884,-21.6619930267334,64.2545
1776314355853000000,112.989,-24.27618408203125,59.3589
1776314355954000000,113.08999975585938,-21.875566482543945,63.8545
1776314356060000000,113.196,-23.86248207092285,60.1336
1776314356165000000,113.301,-27.08087921142578,54.1065
1776314356270000000,113.40600024414063,-21.702402114868164,64.1788
1776314356375000000,113.511,-23.401174545288086,60.9975
1776314356480000000,113.616,-23.187685012817383,61.3973
1776314356585000000,113.721,-19.7359619140625,67.8614
1776314356690000000,113.82599975585937,-17.673730850219727,71.7233
1776314356795000000,113.931,-19.20392417907715,68.8577
1776314356899000000,114.035,-21.484111785888672,64.5876
1776314357004000000,114.14,-16.49358367919922,73.9334
1776314357109000000,114.245,-19.369699478149414,68.5473
1776314357214000000,114.35000024414063,-21.60117530822754,64.3684
1776314357320000000,114.456,-23.571273803710938,60.6790
1776314357425000000,114.561,-19.776018142700195,67.7864
1776314357530000000,114.66599975585937,-22.33578109741211,62.9927
1776314357635000000,114.771,-22.028200149536133,63.5687
1776314357737000000,114.873,-23.726566314697266,60.3882
1776314357842000000,114.97799975585937,-24.397314071655273,59.1320
1776314357947000000,115.083,-25.39227294921875,57.2688
1776314358052000000,115.188,-22.24212074279785,63.1681
1776314358157000000,115.293,-17.886287689208984,71.3253
1776314358263000000,115.399,-17.687660217285156,71.6972
1776314358368000000,115.504,-18.692886352539062,69.8147
1776314358469000000,115.605,-18.733346939086914,69.7390
1776314358574000000,115.71000024414063,-18.968414306640625,69.2988
1776314358679000000,115.815,-21.5439453125,64.4756
1776314358784000000,115.92,-22.89229965209961,61.9505
1776314358886000000,116.02200024414063,-23.679485321044922,60.4763
1776314358991000000,116.127,-25.390052795410156,57.2729
1776314359095000000,116.231,-18.165061950683594,70.8032
1776314359200000000,116.336,-17.48003387451172,72.0861
1776314359301000000,116.437,-19.631568908691406,68.0569
1776314359407000000,116.543,-16.477210998535156,73.9640
1776314359508000000,116.644,-19.22484016418457,68.8186
1776314359613000000,116.749,-20.04290771484375,67.2866
1776314359719000000,116.855,-22.12352180480957,63.3902
1776314359824000000,116.96,-21.487825393676758,64.5807
1776314359929000000,117.065,-24.227569580078125,59.4499
1776314360034000000,117.16999975585938,-25.863088607788086,56.3871
1776314360139000000,117.275,-19.42259407043457,68.4482
1776314360244000000,117.38,-13.784246444702148,79.0072
1776314360349000000,117.485,-16.683101654052734,73.5785
1776314360454000000,117.59000024414063,-19.411666870117188,68.4687
1776314360559000000,117.695,-14.603728294372559,77.4725
1776314360664000000,117.8,-14.032358169555664,78.5425
1776314360769000000,117.905,-18.425086975097656,70.3163
1776314360874000000,118.00999975585937,-22.082462310791016,63.4671
1776314360979000000,118.115,-25.88417625427246,56.3476
1776314361084000000,118.22,-25.729957580566406,56.6364
1776314361190000000,118.32600024414063,-26.715065002441406,54.7916
1776314361295000000,118.431,-27.857667922973633,52.6518
1776314361400000000,118.536,-25.72119903564453,56.6528
1776314361505000000,118.641,-27.892311096191406,52.5869
1776314361610000000,118.74599975585937,-23.30927085876465,61.1696
1776314361710000000,118.84600024414063,-26.868793487548828,54.5037
1776314361816000000,118.952,-26.60918617248535,54.9899
1776314361921000000,119.057,-22.9492244720459,61.8439
1776314362026000000,119.16199975585937,-25.2877140045166,57.4646
1776314362131000000,119.267,-26.80789566040039,54.6177
1776314362231000000,119.367,-28.921688079833984,50.6592
1776314362335000000,119.471,-26.153413772583008,55.8434
1776314362440000000,119.576,-16.89573097229004,73.1803
1776314362546000000,119.68199975585938,-18.68799591064453,69.8239
1776314362651000000,119.787,-20.433378219604492,66.5553
1776314362756000000,119.892,-22.99183464050293,61.7641
1776314362861000000,119.997,-27.859577178955078,52.6482
1776314362966000000,120.10200024414063,-30.660255432128906,47.4034
1776314363071000000,120.207,-21.68303680419922,64.2151
1776314363176000000,120.312,-25.86551284790039,56.3825
1776314363281000000,120.417,-28.542177200317383,51.3699
1776314363386000000,120.52199975585937,-31.92317771911621,45.0383
1776314363492000000,120.628,-33.221595764160156,42.6068
1776314363597000000,120.733,-30.936609268188477,46.8859
1776314363702000000,120.83800024414063,-20.580732345581055,66.2794
1776314363807000000,120.943,-23.053363800048828,61.6489
1776314363912000000,121.048,-26.450950622558594,55.2862
1776314364017000000,121.153,-27.335174560546875,53.6303
1776314364122000000,121.25799975585937,-24.089576721191406,59.7083
1776314364228000000,121.364,-25.60112762451172,56.8777
1776314364333000000,121.469,-28.363693237304688,51.7042
1776314364438000000,121.57400024414062,-18.516164779663086,70.1457
1776314364543000000,121.679,-20.868186950683594,65.7411
1776314364646000000,121.78200024414062,-22.145721435546875,63.3486
1776314364751000000,121.887,-13.917251586914062,78.7581
1776314364856000000,121.992,-16.61422348022461,73.7075
1776314364960000000,122.096,-18.701152801513672,69.7993
1776314365061000000,122.197,-19.81825828552246,67.7073
1776314365166000000,122.30200024414063,-22.057405471801758,63.5140
1776314365271000000,122.407,-16.78123664855957,73.3947
1776314365376000000,122.512,-19.812789916992188,67.7175
1776314365481000000,122.617,-23.419490814208984,60.9632
1776314365586000000,122.72199975585937,-25.9183406829834,56.2836
1776314365691000000,122.827,-28.73676109313965,51.0055
1776314365797000000,122.933,-30.425161361694336,47.8437
1776314365899000000,123.035,-21.87404441833496,63.8574
1776314366004000000,123.14,-25.360708236694336,57.3279
1776314366109000000,123.245,-28.277761459350586,51.8651
1776314366214000000,123.35000024414063,-31.16578483581543,46.4567
1776314366319000000,123.455,-29.229299545288086,50.0832
1776314366425000000,123.561,-28.670373916625977,51.1299
1776314366530000000,123.66599975585937,-26.98592185974121,54.2843
1776314366635000000,123.771,-28.45956039428711,51.5247
1776314366738000000,123.87399975585937,-29.898012161254883,48.8309
1776314366843000000,123.979,-31.91820526123047,45.0476
1776314366948000000,124.084,-35.47010040283203,38.3960
1776314367053000000,124.189,-36.74172592163086,36.0146
1776314367158000000,124.29400024414062,-39.87660217285156,30.1439
1776314367263000000,124.399,-41.33413314819336,27.4144
1776314367368000000,124.504,-41.73336410522461,26.6668
1776314367469000000,124.605,-39.73908615112305,30.4015
1776314367574000000,124.71000024414063,-31.395784378051758,46.0260
1776314367679000000,124.815,-32.78890609741211,43.4171
1776314367781000000,124.917,-30.848180770874023,47.0515
1776314367886000000,125.02200024414063,-24.47980308532715,58.9776
1776314367988000000,125.124,-25.199373245239258,57.6300
1776314368093000000,125.229,-25.96718978881836,56.1921
1776314368198000000,125.33400024414063,-28.420228958129883,51.5983
1776314368301000000,125.437,-29.605426788330078,49.3788
1776314368406000000,125.54200024414062,-20.044700622558594,67.2832
1776314368511000000,125.647,-22.169092178344727,63.3048
1776314368616000000,125.752,-16.78286361694336,73.3917
1776314368718000000,125.85400024414062,-18.401880264282227,70.3597
1776314368820000000,125.956,-20.58300018310547,66.2751
1776314368925000000,126.061,-21.53519630432129,64.4919
1776314369030000000,126.16600024414062,-23.857975006103516,60.1421
1776314369132000000,126.268,-27.131006240844727,54.0126
1776314369236000000,126.372,-31.435720443725586,45.9512
1776314369339000000,126.475,-34.2591438293457,40.6638
1776314369444000000,126.58,-23.537935256958008,60.7414
1776314369549000000,126.685,-26.920469284057617,54.4069
1776314369654000000,126.79000024414063,-15.637808799743652,75.5360
1776314369759000000,126.895,-18.692476272583008,69.8155
1776314369863000000,126.999,-20.884008407592773,65.7114
1776314369968000000,127.104,-21.43495750427246,64.6797
1776314370073000000,127.209,-23.829303741455078,60.1958
1776314370179000000,127.315,-27.81528663635254,52.7312
1776314370282000000,127.41799975585937,-29.986286163330078,48.6656
1776314370387000000,127.523,-18.567461013793945,70.0496
1776314370492000000,127.628,-22.499828338623047,62.6855
1776314370597000000,127.733,-26.30182456970215,55.5655
1776314370702000000,127.83800024414063,-17.079221725463867,72.8367
1776314370803000000,127.939,-19.535860061645508,68.2361
1776314370908000000,128.044,-20.06068229675293,67.2533
1776314371013000000,128.149,-23.26268768310547,61.2569
1776314371118000000,128.25400024414063,-24.8696231842041,58.2475
1776314371219000000,128.355,-23.123565673828125,61.5174
1776314371324000000,128.46,-20.72805404663086,66.0035
1776314371429000000,128.565,-21.87962532043457,63.8469
1776314371534000000,128.67000024414062,-25.049673080444336,57.9104
1776314371639000000,128.775,-24.648351669311523,58.6619
1776314371740000000,128.876,-18.651845932006836,69.8916
1776314371845000000,128.981,-19.913528442382812,67.5288
1776314371950000000,129.08600024414062,-22.393613815307617,62.8844
1776314372056000000,129.192,-23.844884872436523,60.1666
1776314372161000000,129.297,-24.352407455444336,59.2161
1776314372266000000,129.40199975585938,-24.61745262145996,58.7198
1776314372371000000,129.507,-24.93861198425293,58.1184
1776314372476000000,129.612,-22.739980697631836,62.2357
1776314372581000000,129.717,-19.29448890686035,68.6881
1776314372687000000,129.823,-21.430830001831055,64.6874
1776314372792000000,129.928,-18.673973083496094,69.8502
1776314372897000000,130.033,-5.930675029754639,93.7146
1776314373002000000,130.13799975585937,-10.468443870544434,85.2167
1776314373107000000,130.243,-14.277674674987793,78.0831
1776314373212000000,130.348,-17.926681518554688,71.2496
1776314373317000000,130.453,-19.24582290649414,68.7793
1776314373423000000,130.559,-16.901174545288086,73.1701
1776314373527000000,130.663,-19.62018585205078,68.0782
1776314373632000000,130.768,-18.11318588256836,70.9004
1776314373737000000,130.873,-18.848344802856445,69.5236
1776314373842000000,130.97799975585937,-21.23594093322754,65.0524
1776314373947000000,131.083,-23.45256233215332,60.9013
1776314374052000000,131.188,-25.484092712402344,57.0968
1776314374158000000,131.29400024414062,-24.093618392944336,59.7008
1776314374261000000,131.397,-26.43560028076172,55.3149
1776314374363000000,131.499,-27.913387298583984,52.5475
1776314374468000000,131.604,-25.981231689453125,56.1658
1776314374573000000,131.709,-27.40908432006836,53.4919
1776314374678000000,131.81400024414063,-29.56705093383789,49.4507
1776314374784000000,131.92,-30.8011531829834,47.1395
1776314374889000000,132.025,-33.04607009887695,42.9355
1776314374994000000,132.1299997558594,-32.28068542480469,44.3688
1776314375099000000,132.235,-33.56576919555664,41.9622
1776314375204000000,132.34,-35.88467788696289,37.6196
1776314375309000000,132.445,-36.19001388549805,37.0478
1776314375414000000,132.55000024414062,-33.386077880859375,42.2988
1776314375520000000,132.656,-24.440492630004883,59.0512
1776314375623000000,132.759,-22.47174644470215,62.7381
1776314375724000000,132.86,-15.70082950592041,75.4180
1776314375829000000,132.965,-11.759039878845215,82.7998
1776314375934000000,133.07000024414063,-12.56430721282959,81.2918
1776314376039000000,133.175,-14.416574478149414,77.8230
1776314376145000000,133.281,-14.043623924255371,78.5214
1776314376250000000,133.3859997558594,-17.9507999420166,71.2045
1776314376355000000,133.491,-21.893529891967773,63.8209
1776314376460000000,133.596,-19.2534236907959,68.7650
1776314376565000000,133.701,-21.164670944213867,65.1858
1776314376670000000,133.80600024414062,-20.69561004638672,66.0642
1776314376772000000,133.908,-20.623300552368164,66.1997
1776314376877000000,134.013,-19.870227813720703,67.6099
1776314376982000000,134.11800024414063,-22.148515701293945,63.3434
1776314377086000000,134.22200024414062,-25.416959762573242,57.2225
1776314377191000000,134.327,-28.761842727661133,50.9586
1776314377296000000,134.432,-23.91961669921875,60.0266
1776314377401000000,134.537,-24.405075073242188,59.1175
1776314377507000000,134.643,-22.354679107666016,62.9573
1776314377612000000,134.748,-16.022239685058594,74.8161
1776314377717000000,134.853,-18.942617416381836,69.3471
1776314377820000000,134.956,-22.369861602783203,62.9289
1776314377925000000,135.061,-25.38871192932129,57.2754
1776314378030000000,135.16600024414063,-27.45503044128418,53.4058
1776314378133000000,135.269,-23.30005645751953,61.1869
1776314378238000000,135.37400024414063,-26.640186309814453,54.9318
1776314378343000000,135.479,-21.226898193359375,65.0693
1776314378448000000,135.584,-25.228242874145508,57.5760
1776314378553000000,135.689,-21.277978897094727,64.9736
1776314378659000000,135.795,-25.008506774902344,57.9875
1776314378764000000,135.9,-26.4365291595459,55.3132
1776314378869000000,136.005,-29.189496994018555,50.1577
1776314378974000000,136.11000024414062,-31.718700408935547,45.4213
1776314379079000000,136.215,-20.50296974182129,66.4250
1776314379183000000,136.319,-21.677650451660156,64.2252
1776314379287000000,136.423,-22.08935546875,63.4542
1776314379392000000,136.528,-22.441783905029297,62.7942
1776314379497000000,136.633,-22.25954818725586,63.1354
1776314379602000000,136.73799975585936,-25.688932418823242,56.7132
1776314379707000000,136.843,-27.071632385253906,54.1238
1776314379813000000,136.949,-25.669801712036133,56.7490
1776314379918000000,137.05400024414064,-13.246835708618164,80.0136
1776314380023000000,137.159,-14.919952392578125,76.8803
1776314380128000000,137.264,-18.95503807067871,69.3238
1776314380231000000,137.367,-20.813587188720703,65.8433
1776314380336000000,137.472,-23.742969512939453,60.3574
1776314380437000000,137.573,-24.34181785583496,59.2360
1776314380542000000,137.67800024414063,-27.71516227722168,52.9187
1776314380647000000,137.783,-29.212575912475586,50.1145
1776314380752000000,137.888,-27.947694778442383,52.4832
1776314380857000000,137.993,-30.441354751586914,47.8133
1776314380962000000,138.09799975585938,-31.795785903930664,45.2769
1776314381067000000,138.203,-24.01174545288086,59.8541
1776314381173000000,138.309,-26.365177154541016,55.4468
1776314381278000000,138.41400024414062,-22.285207748413086,63.0874
1776314381383000000,138.519,-23.541025161743164,60.7356
1776314381488000000,138.624,-12.483304023742676,81.4435
1776314381593000000,138.729,-9.761656761169434,86.5403
1776314381698000000,138.83399975585937,-13.605899810791016,79.3412
1776314381802000000,138.93799975585938,-15.473369598388672,75.8439
1776314381907000000,139.043,-16.75861358642578,73.4371
1776314382012000000,139.148,-19.890300750732422,67.5723
1776314382117000000,139.253,-20.05851936340332,67.2573
1776314382218000000,139.35399975585938,-21.706283569335938,64.1715
1776314382324000000,139.46,-23.80694007873535,60.2376
1776314382429000000,139.565,-26.985363006591797,54.2854
1776314382534000000,139.67000024414062,-29.02307891845703,50.4694
1776314382639000000,139.775,-30.75536346435547,47.2253
1776314382742000000,139.87800024414062,-29.659923553466797,49.2767
1776314382847000000,139.983,-23.333078384399414,61.1250
1776314382952000000,140.088,-13.724793434143066,79.1185
1776314383057000000,140.193,-13.249093055725098,80.0094
1776314383162000000,140.29799975585937,-16.931987762451172,73.1124
1776314383267000000,140.403,-17.26650047302246,72.4859
1776314383372000000,140.508,-8.93181324005127,88.0943
1776314383478000000,140.6140002441406,-10.863107681274414,84.4776
1776314383583000000,140.719,-12.971917152404785,80.5284
1776314383688000000,140.824,-10.016013145446777,86.0640
1776314383793000000,140.929,-13.205399513244629,80.0912
1776314383898000000,141.03399975585938,-16.487627029418945,73.9445
1776314384003000000,141.139,-18.536434173583984,70.1077
1776314384108000000,141.244,-22.318817138671875,63.0245
1776314384214000000,141.35000024414063,-24.99559783935547,58.0116
1776314384319000000,141.455,-28.517919540405273,51.4154
1776314384424000000,141.56,-31.434568405151367,45.9534
1776314384529000000,141.665,-24.926780700683594,58.1405
1776314384634000000,141.76999975585937,-16.257606506347656,74.3753
1776314384735000000,141.871,-15.539566993713379,75.7200
1776314384840000000,141.976,-14.835196495056152,77.0391
1776314384945000000,142.081,-19.130340576171875,68.9955
1776314385047000000,142.183,-21.80797576904297,63.9811
1776314385152000000,142.288,-25.916704177856445,56.2867
1776314385254000000,142.39000024414062,-27.32552146911621,53.6484
1776314385359000000,142.495,-29.119253158569336,50.2892
1776314385461000000,142.597,-26.231698989868164,55.6968
1776314385566000000,142.70200024414063,-23.918724060058594,60.0283
1776314385672000000,142.808,-27.141273498535156,53.9934
1776314385774000000,142.91000024414063,-29.309131622314453,49.9337
1776314385879000000,143.015,-18.145055770874023,70.8407
1776314385983000000,143.119,-16.68808937072754,73.5691
1776314386089000000,143.225,-18.375110626220703,70.4098
1776314386194000000,143.32999975585938,-20.111560821533203,67.1580
1776314386299000000,143.435,-16.281150817871094,74.3312
1776314386400000000,143.536,-18.671506881713867,69.8548
1776314386505000000,143.641,-19.651132583618164,68.0202
1776314386610000000,143.74599975585937,-9.6757230758667,86.7012
1776314386712000000,143.848,-14.134033203125,78.3521
1776314386817000000,143.953,-17.30495834350586,72.4139
1776314386922000000,144.05799975585938,-19.97885513305664,67.4065
1776314387027000000,144.163,-20.661584854125977,66.1280
1776314387132000000,144.268,-23.42177963256836,60.9589
1776314387237000000,144.373,-27.802284240722656,52.7555
1776314387343000000,144.479,-28.712448120117188,51.0511
1776314387446000000,144.58200024414063,-25.233999252319336,57.5652
1776314387551000000,144.687,-27.346803665161133,53.6085
1776314387656000000,144.792,-22.689327239990234,62.3306
1776314387761000000,144.897,-20.90065574645996,65.6802
1776314387867000000,145.003,-18.764114379882812,69.6814
1776314387972000000,145.108,-20.603641510009766,66.2365
1776314388077000000,145.213,-22.636581420898438,62.4294
1776314388182000000,145.31800024414062,-19.248132705688477,68.7749
1776314388287000000,145.423,-17.90576934814453,71.2888
1776314388392000000,145.528,-16.247793197631836,74.3937
1776314388498000000,145.63399975585938,-16.856342315673828,73.2540
1776314388601000000,145.737,-18.128692626953125,70.8713
1776314388707000000,145.843,-20.10201072692871,67.1759
1776314388812000000,145.948,-15.319021224975586,76.1330
1776314388917000000,146.053,-19.470548629760742,68.3584
1776314389022000000,146.15800024414062,-17.72320556640625,71.6307
1776314389127000000,146.263,-14.549015045166016,77.5750
1776314389232000000,146.368,-17.111751556396484,72.7757
1776314389338000000,146.47399975585938,-21.465120315551758,64.6232
1776314389441000000,146.577,-23.971948623657227,59.9286
1776314389546000000,146.68199975585938,-23.0637264251709,61.6295
1776314389647000000,146.783,-25.90557861328125,56.3075
1776314389753000000,146.889,-27.882007598876953,52.6062
1776314389858000000,146.99399975585936,-21.46529769897461,64.6228
1776314389963000000,147.099,-24.24622344970703,59.4150
1776314390068000000,147.204,-25.853185653686523,56.4056
1776314390173000000,147.309,-28.217641830444336,51.9777
1776314390278000000,147.41400024414062,-28.74289894104004,50.9940
1776314390383000000,147.519,-27.51302146911621,53.2972
1776314390489000000,147.625,-26.476346969604492,55.2386
1776314390590000000,147.72600024414064,-29.07303237915039,50.3758
1776314390695000000,147.831,-29.856815338134766,48.9080
1776314390800000000,147.936,-22.71282386779785,62.2866
1776314390906000000,148.04199975585936,-19.805692672729492,67.7308
1776314391011000000,148.147,-18.52759552001953,70.1243
1776314391112000000,148.248,-10.026894569396973,86.0436
1776314391217000000,148.353,-10.581052780151367,85.0058
1776314391322000000,148.45799975585936,-13.252754211425781,80.0025
1776314391428000000,148.564,-16.555185317993164,73.8180
1776314391533000000,148.669,-19.29988670349121,68.6780
1776314391638000000,148.77400024414064,-21.365741729736328,64.8093
1776314391740000000,148.876,-5.3624138832092285,94.7788
1776314391845000000,148.981,-9.163017272949219,87.6614
1776314391947000000,149.083,-12.628233909606934,81.1720
1776314392052000000,149.188,-14.712236404418945,77.2693
1776314392158000000,149.29400024414062,-18.68331527709961,69.8327
1776314392261000000,149.397,-21.176502227783203,65.1637
1776314392363000000,149.499,-25.74478530883789,56.6086
1776314392468000000,149.604,-21.011640548706055,65.4724
1776314392573000000,149.709,-22.94243049621582,61.8566
1776314392678000000,149.81400024414063,-14.586872100830078,77.5041
1776314392784000000,149.92,-16.241384506225586,74.4057
1776314392886000000,150.02200024414063,-17.943492889404297,71.2181
1776314392991000000,150.127,-10.154279708862305,85.8050
1776314393098000000,150.23399975585937,-9.342220306396484,87.3258
1776314393203000000,150.339,-12.501516342163086,81.4093
1776314393306000000,150.44199975585937,-7.723540782928467,90.3571
1776314393411000000,150.547,-11.334012031555176,83.5957
1776314393516000000,150.652,-7.087104797363281,91.5489
1776314393622000000,150.75800024414062,-10.693341255187988,84.7955
1776314393726000000,150.86200024414063,-13.80707836151123,78.9644
1776314393831000000,150.967,-16.12779426574707,74.6184
1776314393937000000,151.073,-15.433109283447266,75.9193
1776314394040000000,151.176,-17.819067001342773,71.4511
1776314394145000000,151.281,-20.458627700805664,66.5080
1776314394250000000,151.3859997558594,-24.370527267456055,59.1822
1776314394356000000,151.492,-25.98343276977539,56.1617
1776314394461000000,151.597,-24.41265869140625,59.1033
1776314394566000000,151.70200024414063,-13.845742225646973,78.8920
1776314394667000000,151.803,-15.949048042297363,74.9531
1776314394771000000,151.907,-18.25469207763672,70.6354
1776314394876000000,152.012,-15.404511451721191,75.9729
1776314394982000000,152.11800024414063,-18.102861404418945,70.9197
1776314395085000000,152.221,-21.490238189697266,64.5761
1776314395190000000,152.32600024414063,-18.08736801147461,70.9487
1776314395295000000,152.431,-16.781085968017578,73.3950
1776314395401000000,152.537,-15.352523803710938,76.0703
1776314395506000000,152.6419997558594,-11.537732124328613,83.2142
1776314395611000000,152.747,-12.10159969329834,82.1583
1776314395713000000,152.849,-14.338371276855469,77.9695
1776314395818000000,152.95399975585937,-14.0262451171875,78.5540
1776314395924000000,153.06,-16.286909103393555,74.3204
1776314396029000000,153.165,-14.88515567779541,76.9455
1776314396133000000,153.269,-16.056472778320312,74.7520
1776314396238000000,153.37400024414063,-16.0150089263916,74.8296
1776314396343000000,153.479,-16.177053451538086,74.5262
1776314396449000000,153.585,-17.359468460083008,72.3118
1776314396554000000,153.68999975585936,-19.275943756103516,68.7229
1776314396659000000,153.795,-14.754487991333008,77.1902
1776314396764000000,153.9,-11.307437896728516,83.6455
1776314396866000000,154.00199975585937,-13.262202262878418,79.9848
1776314396971000000,154.107,-15.960840225219727,74.9311
1776314397076000000,154.212,-16.165050506591797,74.5486
1776314397181000000,154.317,-16.892250061035156,73.1868
1776314397287000000,154.423,-12.14257526397705,82.0815
1776314397392000000,154.528,-14.07996940612793,78.4534
1776314397493000000,154.629,-17.83448600769043,71.4223
1776314397598000000,154.73400024414062,-18.35923194885254,70.4396
1776314397703000000,154.839,-20.715749740600586,66.0265
1776314397808000000,154.944,-13.205151557922363,80.0916
1776314397913000000,155.049,-12.38721752166748,81.6234
1776314398018000000,155.1539997558594,-14.629912376403809,77.4235
1776314398123000000,155.259,-17.02403450012207,72.9400
1776314398226000000,155.3619997558594,-17.87965202331543,71.3377
1776314398331000000,155.467,-17.970809936523438,71.1670
1776314398436000000,155.572,-15.292256355285645,76.1831
1776314398542000000,155.67800024414063,-12.84458065032959,80.7669
1776314398647000000,155.783,-9.644250869750977,86.7602
1776314398752000000,155.888,-12.295117378234863,81.7959
1776314398857000000,155.993,-9.67440414428711,86.7037
1776314398960000000,156.096,-11.352205276489258,83.5617
1776314399065000000,156.201,-12.823589324951172,80.8062
1776314399170000000,156.30599975585938,-15.844964981079102,75.1481
1776314399275000000,156.411,-18.295259475708008,70.5594
1776314399381000000,156.517,-13.275077819824219,79.9607
1776314399486000000,156.62200024414062,-15.19424057006836,76.3667
1776314399591000000,156.727,-18.475852966308594,70.2212
1776314399696000000,156.832,-17.126792907714844,72.7476
1776314399801000000,156.937,-21.50656509399414,64.5456
1776314399906000000,157.04199975585936,-20.83970832824707,65.7944
1776314400011000000,157.147,-19.5291805267334,68.2486
1776314400117000000,157.253,-20.623992919921875,66.1984
1776314400222000000,157.3580002441406,-18.238779067993164,70.6652
1776314400327000000,157.463,-19.402862548828125,68.4852
1776314400432000000,157.568,-21.372329711914062,64.7969
1776314400537000000,157.673,-16.83085060119629,73.3018
1776314400641000000,157.777,-14.958130836486816,76.8088
1776314400746000000,157.88199975585937,-15.379115104675293,76.0205
1776314400848000000,157.984,-18.9743709564209,69.2876
1776314400953000000,158.089,-17.16387939453125,72.6781
1776314401058000000,158.19399975585938,-19.101917266845703,69.0488
1776314401164000000,158.3,-22.120988845825195,63.3949
1776314401264000000,158.4,-26.710880279541016,54.7994
1776314401369000000,158.505,-30.052074432373047,48.5424
1776314401474000000,158.60999975585938,-33.76198196411133,41.5948
1776314401579000000,158.715,-36.66035079956055,36.1670
1776314401681000000,158.817,-33.39613723754883,42.2799
1776314401786000000,158.9219997558594,-35.97441101074219,37.4516
1776314401887000000,159.023,-38.41603088378906,32.8791
1776314401992000000,159.128,-25.128639221191406,57.7625
1776314402096000000,159.232,-29.326618194580078,49.9009
1776314402201000000,159.337,-21.94223403930664,63.7297
1776314402306000000,159.44199975585937,-21.62764549255371,64.3188
1776314402411000000,159.547,-21.74049186706543,64.1075
1776314402516000000,159.652,-23.10264015197754,61.5566
1776314402619000000,159.755,-21.177913665771484,65.1610
1776314402724000000,159.86,-22.407609939575195,62.8582
1776314402829000000,159.965,-20.57914161682129,66.2823
1776314402934000000,160.07000024414063,-23.395021438598633,61.0090
1776314403039000000,160.175,-25.869935989379883,56.3743
1776314403144000000,160.28,-24.99103355407715,58.0202
1776314403250000000,160.3859997558594,-20.279563903808594,66.8434
1776314403355000000,160.491,-22.8330135345459,62.0615
1776314403460000000,160.596,-26.64950180053711,54.9144
1776314403565000000,160.701,-25.049617767333984,57.9105
1776314403670000000,160.80600024414062,-23.86831283569336,60.1227
1776314403775000000,160.911,-26.373809814453125,55.4307
1776314403880000000,161.016,-27.31782341003418,53.6628
1776314403981000000,161.117,-31.07917594909668,46.6189
1776314404082000000,161.21799975585938,-32.28738021850586,44.3563
1776314404187000000,161.323,-27.835906982421875,52.6926
1776314404292000000,161.428,-27.364404678344727,53.5756
1776314404397000000,161.533,-27.47018051147461,53.3775
1776314404502000000,161.6380002441406,-26.98101806640625,54.2935
1776314404605000000,161.741,-25.645278930664062,56.7950
1776314404707000000,161.843,-27.248289108276367,53.7930
1776314404812000000,161.948,-23.80634117126465,60.2388
1776314404917000000,162.053,-26.316329956054688,55.5383
1776314405018000000,162.1539997558594,-30.005407333374023,48.6297
1776314405120000000,162.256,-31.790971755981445,45.2859
1776314405225000000,162.361,-24.93381118774414,58.1273
1776314405331000000,162.467,-27.229875564575195,53.8275
1776314405436000000,162.572,-15.709609031677246,75.4015
1776314405541000000,162.677,-16.775062561035156,73.4063
1776314405646000000,162.78200024414062,-16.206539154052734,74.4709
1776314405751000000,162.887,-19.435367584228516,68.4243
